threshold,precision,recall,f1,specificity,false_alarm_rate,miss_rate,balanced_score,tp,fp,fn,tn
0.26,0.7630473905218956,0.631578947368421,0.6911165444172779,0.9692893795677189,0.03071062043228114,0.3684210526315789,0.6008683269361399,1272,395,742,12467
0.27,0.7776412776412777,0.6285998013902682,0.6952224052718287,0.9718550769709221,0.028144923029077906,0.3714001986097319,0.6004548783611903,1266,362,748,12500
0.28,0.7862928348909657,0.6266137040714995,0.6974302293451229,0.9733322966879179,0.0266677033120821,0.3733862959285005,0.5999460007594174,1262,343,752,12519
0.29,0.7931904161412359,0.6246276067527309,0.6988888888888889,0.974498522780283,0.025501477219716996,0.3753723932472691,0.5991261295330139,1258,328,756,12534
0.3,0.8010302640051513,0.6176762661370407,0.6975049060835435,0.9759757424972788,0.024024257502721195,0.38232373386295926,0.5936520086343196,1244,309,770,12553
0.31,0.8049575994781474,0.6127110228401191,0.6957992669861854,0.9767532265588555,0.023246773441144456,0.3872889771598808,0.5894642493989747,1234,299,780,12563
0.32,0.8154761904761905,0.612214498510427,0.6993760635280771,0.978308194682009,0.021691805317990982,0.38778550148957297,0.590522693192436,1233,279,781,12583
0.33,0.8184840425531915,0.6112214498510427,0.6998294485503127,0.978774685118955,0.021225314881044937,0.3887785501489573,0.5899961349699977,1231,273,783,12589
0.34,0.8232931726907631,0.6107249255213505,0.7012542759407069,0.9794744207743741,0.020525579225625874,0.38927507447864945,0.5901993462957246,1230,264,784,12598
0.35,0.827027027027027,0.6077457795431976,0.7006296508299944,0.9800964080236355,0.019903591976364484,0.39225422045680236,0.5878421875668332,1224,256,790,12606
0.36,0.8291182501708817,0.6022840119165839,0.6977279263733103,0.9805628984605815,0.019437101539418442,0.39771598808341607,0.5828469103771654,1213,250,801,12612
0.37,0.8373702422145328,0.6007944389275075,0.6996241688349235,0.9817291245529467,0.018270875447053334,0.39920556107249255,0.5825235634804542,1210,235,804,12627
0.38,0.8420684835779175,0.5983118172790467,0.6995645863570392,0.9824288602083657,0.01757113979163427,0.4016881827209533,0.5807406774874124,1205,226,809,12636
0.39,0.8469170800850461,0.5933465739821251,0.6978102189781022,0.9832063442699425,0.016793655730057533,0.40665342601787485,0.5765529182520676,1195,216,819,12646
0.4,0.8518253400143164,0.5908639523336644,0.6977425974787452,0.9839060799253615,0.01609392007463847,0.40913604766633566,0.5747700322590259,1190,207,824,12655
0.41,0.8546637744034707,0.5868917576961271,0.6959081542537533,0.9843725703623075,0.01562742963769243,0.4131082423038729,0.5712643280584346,1182,201,832,12661
0.42,0.8548621190130624,0.5849056603773585,0.6945754716981132,0.9844503187684652,0.015549681231534754,0.41509433962264153,0.5693559791458237,1178,200,836,12662
0.43,0.8591240875912409,0.5844091360476663,0.6956264775413711,0.984994557611569,0.015005442388431036,0.4155908639523337,0.5694036936592353,1177,193,837,12669
0.44,0.8602779809802488,0.5839126117179742,0.6956521739130436,0.9851500544238843,0.01484994557611569,0.4160873882820258,0.5690626661418584,1176,191,838,12671
0.45,0.8621700879765396,0.5839126117179742,0.6962699822380106,0.9853832996423574,0.014616700357642669,0.4160873882820258,0.5692959113603315,1176,188,838,12674
0.46,0.8654841093865484,0.5814299900695135,0.6955746955746955,0.9858497900793034,0.014150209920696625,0.4185700099304866,0.5672797801488169,1171,182,843,12680
0.47,0.8697916666666666,0.5804369414101291,0.696247766527695,0.9863940289224071,0.01360597107759291,0.4195630585898709,0.5668309703325363,1169,175,845,12687
0.48,0.8746246246246246,0.5784508440913605,0.6963538553496712,0.9870160161716685,0.012983983828331519,0.4215491559086395,0.565466860263029,1165,167,849,12695
0.49,0.8810606060606061,0.5774577954319762,0.6976604679064188,0.9877935002332452,0.012206499766754782,0.4225422045680238,0.5652512956652214,1163,157,851,12705
0.5,0.8931591083781706,0.576961271102284,0.7010558069381598,0.9891929715440834,0.010807028455916653,0.423038728897716,0.5661542426463674,1162,139,852,12723
